Match Date,Season,City,Team 1,Team 2,Toss Winner,Toss Decision,Dl applied,Result,Winner,Won by Runs,Won by Wickets,Player of the Match,Venue,Umpire 1,Umpire 2,Match Id
2022-05-07,2022,Pune,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Lucknow Super Giants,75,0,Avesh Khan,"Maharashtra Cricket Association Stadium, Pune",AK Chaudhary,MA Gough,2022-05-07_Lucknow Super Giants_Kolkata Knight Riders
2022-05-06,2022,Mumbai,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,0,normal,Mumbai Indians,5,0,TH David,"Brabourne Stadium, Mumbai",J Madanagopal,GR Sadashiv Iyer,2022-05-06_Mumbai Indians_Gujarat Titans
2022-05-05,2022,Mumbai,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Delhi Capitals,21,0,DA Warner,"Brabourne Stadium, Mumbai",Navdeep Singh,NA Patwardhan,2022-05-05_Delhi Capitals_Sunrisers Hyderabad
2022-05-04,2022,Pune,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,0,normal,Royal Challengers Bangalore,13,0,HV Patel,"Maharashtra Cricket Association Stadium, Pune",KN Ananthapadmanabhan,MA Gough,2022-05-04_Royal Challengers Bangalore_Chennai Super Kings
2022-05-03,2022,Navi Mumbai,Gujarat Titans,Punjab Kings,Gujarat Titans,bat,0,normal,Punjab Kings,0,8,K Rabada,"Dr DY Patil Sports Academy, Mumbai",R Pandit,VK Sharma,2022-05-03_Gujarat Titans_Punjab Kings
2022-05-02,2022,Mumbai,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,7,RK Singh,"Wankhede Stadium, Mumbai",J Madanagopal,N Pandit,2022-05-02_Rajasthan Royals_Kolkata Knight Riders
2022-05-01,2022,Mumbai,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,0,normal,Lucknow Super Giants,6,0,Mohsin Khan,"Wankhede Stadium, Mumbai",Chirra Ravikanthreddy,CB Gaffaney,2022-05-01_Lucknow Super Giants_Delhi Capitals
2022-05-01,2022,Pune,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Chennai Super Kings,13,0,RD Gaikwad,"Maharashtra Cricket Association Stadium, Pune",AK Chaudhary,KN Ananthapadmanabhan,2022-05-01_Chennai Super Kings_Sunrisers Hyderabad
2022-04-30,2022,Mumbai,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,bat,0,normal,Gujarat Titans,0,6,R Tewatia,"Brabourne Stadium, Mumbai",HAS Khalid,VK Sharma,2022-04-30_Royal Challengers Bangalore_Gujarat Titans
2022-04-30,2022,Navi Mumbai,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,0,normal,Mumbai Indians,0,5,SA Yadav,"Dr DY Patil Sports Academy, Mumbai",BNJ Oxenford,YC Barde,2022-04-30_Rajasthan Royals_Mumbai Indians
2022-04-29,2022,Pune,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,0,normal,Lucknow Super Giants,20,0,KH Pandya,"Maharashtra Cricket Association Stadium, Pune",MA Gough,UV Gandhe,2022-04-29_Lucknow Super Giants_Punjab Kings
2022-04-28,2022,Mumbai,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,0,normal,Delhi Capitals,0,4,Kuldeep Yadav,"Wankhede Stadium, Mumbai",AK Chaudhary,PG Pathak,2022-04-28_Kolkata Knight Riders_Delhi Capitals
2022-04-27,2022,Mumbai,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,field,0,normal,Gujarat Titans,0,5,Umran Malik,"Wankhede Stadium, Mumbai",CB Gaffaney,Navdeep Singh,2022-04-27_Sunrisers Hyderabad_Gujarat Titans
2022-04-26,2022,Pune,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Rajasthan Royals,29,0,R Parag,"Maharashtra Cricket Association Stadium, Pune",BNJ Oxenford,KN Ananthapadmanabhan,2022-04-26_Rajasthan Royals_Royal Challengers Bangalore
2022-04-25,2022,Mumbai,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,0,normal,Punjab Kings,11,0,S Dhawan,"Wankhede Stadium, Mumbai",M Erasmus,Tapan Sharma,2022-04-25_Punjab Kings_Chennai Super Kings
2022-04-24,2022,Mumbai,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,0,normal,Lucknow Super Giants,36,0,KL Rahul,"Wankhede Stadium, Mumbai",M Erasmus,HAS Khalid,2022-04-24_Lucknow Super Giants_Mumbai Indians
2022-04-23,2022,Navi Mumbai,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,0,normal,Gujarat Titans,8,0,Rashid Khan,"Dr DY Patil Sports Academy, Mumbai",KN Ananthapadmanabhan,UV Gandhe,2022-04-23_Gujarat Titans_Kolkata Knight Riders
2022-04-23,2022,Mumbai,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Sunrisers Hyderabad,0,9,M Jansen,"Brabourne Stadium, Mumbai",Chirra Ravikanthreddy,J Madanagopal,2022-04-23_Royal Challengers Bangalore_Sunrisers Hyderabad
2022-04-22,2022,Mumbai,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,0,normal,Rajasthan Royals,15,0,JC Buttler,"Wankhede Stadium, Mumbai",NA Patwardhan,Nitin Menon,2022-04-22_Rajasthan Royals_Delhi Capitals
2022-04-21,2022,Navi Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,3,Mukesh Choudhary,"Dr DY Patil Sports Academy, Mumbai",BNJ Oxenford,UV Gandhe,2022-04-21_Mumbai Indians_Chennai Super Kings
2022-04-20,2022,Mumbai,Punjab Kings,Delhi Capitals,Delhi Capitals,field,0,normal,Delhi Capitals,0,9,Kuldeep Yadav,"Brabourne Stadium, Mumbai",RJ Tucker,Tapan Sharma,2022-04-20_Punjab Kings_Delhi Capitals
2022-04-19,2022,Mumbai,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,0,normal,Royal Challengers Bangalore,18,0,F du Plessis,"Dr DY Patil Sports Academy, Mumbai",CB Gaffaney,N Pandit,2022-04-19_Royal Challengers Bangalore_Lucknow Super Giants
2022-04-18,2022,Mumbai,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Rajasthan Royals,7,0,YS Chahal,"Brabourne Stadium, Mumbai",GR Sadashiv Iyer,VK Sharma,2022-04-18_Rajasthan Royals_Kolkata Knight Riders
2022-04-17,2022,Mumbai,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Sunrisers Hyderabad,0,7,Umran Malik,"Dr DY Patil Sports Academy, Mumbai",PG Pathak,R Pandit,2022-04-17_Punjab Kings_Sunrisers Hyderabad
2022-04-17,2022,Pune,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,0,normal,Gujarat Titans,0,3,DA Miller,"Maharashtra Cricket Association Stadium, Pune",KN Ananthapadmanabhan,UV Gandhe,2022-04-17_Chennai Super Kings_Gujarat Titans
2022-04-16,2022,Mumbai,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,0,normal,Lucknow Super Giants,18,0,KL Rahul,"Brabourne Stadium, Mumbai",AK Chaudhary,NA Patwardhan,2022-04-16_Lucknow Super Giants_Mumbai Indians
2022-04-16,2022,Mumbai,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,0,normal,Royal Challengers Bangalore,16,0,KD Karthik,"Wankhede Stadium, Mumbai",Chirra Ravikanthreddy,J Madanagopal,2022-04-16_Royal Challengers Bangalore_Delhi Capitals
2022-04-15,2022,Mumbai,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Sunrisers Hyderabad,0,7,RA Tripathi,"Brabourne Stadium, Mumbai",GR Sadashiv Iyer,VK Sharma,2022-04-15_Kolkata Knight Riders_Sunrisers Hyderabad
2022-04-14,2022,Mumbai,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,0,normal,Gujarat Titans,37,0,HH Pandya,"Dr DY Patil Sports Academy, Mumbai",CB Gaffaney,R Pandit,2022-04-14_Gujarat Titans_Rajasthan Royals
2022-04-13,2022,Pune,Punjab Kings,Mumbai Indians,Mumbai Indians,field,0,normal,Punjab Kings,12,0,MA Agarwal,"Maharashtra Cricket Association Stadium, Pune",BNJ Oxenford,UV Gandhe,2022-04-13_Punjab Kings_Mumbai Indians
2022-04-12,2022,Mumbai,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Chennai Super Kings,23,0,S Dube,"Dr DY Patil Sports Academy, Mumbai",Nitin Menon,N Pandit,2022-04-12_Chennai Super Kings_Royal Challengers Bangalore
2022-04-11,2022,Mumbai,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Sunrisers Hyderabad,0,8,KS Williamson,"Dr DY Patil Sports Academy, Mumbai",Chirra Ravikanthreddy,RJ Tucker,2022-04-11_Gujarat Titans_Sunrisers Hyderabad
2022-04-10,2022,Mumbai,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Delhi Capitals,44,0,Kuldeep Yadav,"Brabourne Stadium, Mumbai",CB Gaffaney,J Madanagopal,2022-04-10_Delhi Capitals_Kolkata Knight Riders
2022-04-10,2022,Mumbai,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,field,0,normal,Rajasthan Royals,3,0,YS Chahal,"Wankhede Stadium, Mumbai",AK Chaudhary,Tapan Sharma,2022-04-10_Rajasthan Royals_Lucknow Super Giants
2022-04-09,2022,Mumbai,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Sunrisers Hyderabad,0,8,Abhishek Sharma,"Dr DY Patil Sports Academy, Mumbai",Navdeep Singh,Nitin Menon,2022-04-09_Chennai Super Kings_Sunrisers Hyderabad
2022-04-09,2022,Pune,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,7,Anuj Rawat,"Maharashtra Cricket Association Stadium, Pune",BNJ Oxenford,KN Ananthapadmanabhan,2022-04-09_Mumbai Indians_Royal Challengers Bangalore
2022-04-08,2022,Mumbai,Punjab Kings,Gujarat Titans,Gujarat Titans,field,0,normal,Gujarat Titans,0,6,Shubman Gill,"Brabourne Stadium, Mumbai",AK Chaudhary,VK Sharma,2022-04-08_Punjab Kings_Gujarat Titans
2022-04-07,2022,Mumbai,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,0,normal,Lucknow Super Giants,0,6,Q de Kock,"Dr DY Patil Sports Academy, Mumbai",RJ Tucker,Tapan Sharma,2022-04-07_Delhi Capitals_Lucknow Super Giants
2022-04-06,2022,Pune,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,5,PJ Cummins,"Maharashtra Cricket Association Stadium, Pune",BNJ Oxenford,KN Ananthapadmanabhan,2022-04-06_Mumbai Indians_Kolkata Knight Riders
2022-04-05,2022,Mumbai,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,4,KD Karthik,"Wankhede Stadium, Mumbai",AK Chaudhary,HAS Khalid,2022-04-05_Rajasthan Royals_Royal Challengers Bangalore
2022-04-04,2022,Mumbai,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Lucknow Super Giants,12,0,Avesh Khan,"Dr DY Patil Sports Academy, Mumbai",J Madanagopal,Navdeep Singh,2022-04-04_Lucknow Super Giants_Sunrisers Hyderabad
2022-04-03,2022,Mumbai,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,0,normal,Punjab Kings,54,0,LS Livingstone,"Brabourne Stadium, Mumbai",RJ Tucker,YC Barde,2022-04-03_Punjab Kings_Chennai Super Kings
2022-04-02,2022,Mumbai,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,0,normal,Rajasthan Royals,23,0,JC Buttler,"Dr DY Patil Sports Academy, Mumbai",Nitin Menon,PG Pathak,2022-04-02_Rajasthan Royals_Mumbai Indians
2022-04-02,2022,Pune,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,0,normal,Gujarat Titans,14,0,LH Ferguson,"Maharashtra Cricket Association Stadium, Pune",KN Ananthapadmanabhan,UV Gandhe,2022-04-02_Gujarat Titans_Delhi Capitals
2022-04-01,2022,Mumbai,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,6,UT Yadav,"Wankhede Stadium, Mumbai",AK Chaudhary,HAS Khalid,2022-04-01_Punjab Kings_Kolkata Knight Riders
2022-03-31,2022,Mumbai,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,0,normal,Lucknow Super Giants,0,6,E Lewis,"Brabourne Stadium, Mumbai",RJ Tucker,VK Sharma,2022-03-31_Chennai Super Kings_Lucknow Super Giants
2022-03-30,2022,Mumbai,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,3,PWH de Silva,"Dr DY Patil Sports Academy, Mumbai",J Madanagopal,Navdeep Singh,2022-03-30_Kolkata Knight Riders_Royal Challengers Bangalore
2022-03-29,2022,Pune,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Rajasthan Royals,61,0,SV Samson,"Maharashtra Cricket Association Stadium, Pune",BNJ Oxenford,UV Gandhe,2022-03-29_Rajasthan Royals_Sunrisers Hyderabad
2022-03-28,2022,Mumbai,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,field,0,normal,Gujarat Titans,0,5,Mohammed Shami,"Wankhede Stadium, Mumbai",PG Pathak,VK Sharma,2022-03-28_Lucknow Super Giants_Gujarat Titans
2022-03-27,2022,Mumbai,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,0,normal,Delhi Capitals,0,4,Kuldeep Yadav,"Brabourne Stadium, Mumbai",RJ Tucker,HAS Khalid,2022-03-27_Mumbai Indians_Delhi Capitals
2022-03-27,2022,Mumbai,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,0,normal,Punjab Kings,0,5,OF Smith,"Dr DY Patil Sports Academy, Mumbai",Nitin Menon,YC Barde,2022-03-27_Royal Challengers Bangalore_Punjab Kings
2022-03-26,2022,Mumbai,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,6,UT Yadav,"Wankhede Stadium, Mumbai",AK Chaudhary,Nitin Menon,2022-03-26_Chennai Super Kings_Kolkata Knight Riders
2021-10-15,2021,Dubai,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Chennai Super Kings,27,0,F du Plessis,Dubai International Cricket Stadium,Nitin Menon,RK Illingworth,2021-10-15_Chennai Super Kings_Kolkata Knight Riders
2021-10-13,2021,Sharjah,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,3,VR Iyer,Sharjah Cricket Stadium,KN Ananthapadmanabhan,MA Gough,2021-10-13_Delhi Capitals_Kolkata Knight Riders
2021-10-11,2021,Sharjah,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,0,normal,Kolkata Knight Riders,0,4,SP Narine,Sharjah Cricket Stadium,CB Gaffaney,VK Sharma,2021-10-11_Royal Challengers Bangalore_Kolkata Knight Riders
2021-10-10,2021,Dubai,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,4,RD Gaikwad,Dubai International Cricket Stadium,Nitin Menon,RK Illingworth,2021-10-10_Delhi Capitals_Chennai Super Kings
2021-10-08,2021,Abu Dhabi,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,0,normal,Mumbai Indians,42,0,Ishan Kishan,"Zayed Cricket Stadium, Abu Dhabi",Tapan Sharma,VK Sharma,2021-10-08_Mumbai Indians_Sunrisers Hyderabad
2021-10-08,2021,Dubai,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,7,KS Bharat,Dubai International Cricket Stadium,KN Ananthapadmanabhan,Nitin Menon,2021-10-08_Delhi Capitals_Royal Challengers Bangalore
2021-10-07,2021,Dubai,Chennai Super Kings,Punjab Kings,Punjab Kings,field,0,normal,Punjab Kings,0,6,KL Rahul,Dubai International Cricket Stadium,K Srinivasan,RK Illingworth,2021-10-07_Chennai Super Kings_Punjab Kings
2021-10-07,2021,Sharjah,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,0,normal,Kolkata Knight Riders,86,0,Shivam Mavi,Sharjah Cricket Stadium,MA Gough,HAS Khalid,2021-10-07_Kolkata Knight Riders_Rajasthan Royals
2021-10-06,2021,Abu Dhabi,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Sunrisers Hyderabad,4,0,KS Williamson,"Zayed Cricket Stadium, Abu Dhabi",S Ravi,UV Gandhe,2021-10-06_Sunrisers Hyderabad_Royal Challengers Bangalore
2021-10-05,2021,Sharjah,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,0,normal,Mumbai Indians,0,8,NM Coulter-Nile,Sharjah Cricket Stadium,AK Chaudhary,MA Gough,2021-10-05_Rajasthan Royals_Mumbai Indians
2021-10-04,2021,Dubai,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,0,normal,Delhi Capitals,0,3,AR Patel,Dubai International Cricket Stadium,AK Chaudhary,Nitin Menon,2021-10-04_Chennai Super Kings_Delhi Capitals
2021-10-03,2021,Sharjah,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,0,normal,Royal Challengers Bangalore,6,0,GJ Maxwell,Sharjah Cricket Stadium,KN Ananthapadmanabhan,RK Illingworth,2021-10-03_Royal Challengers Bangalore_Punjab Kings
2021-10-03,2021,Dubai,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,0,normal,Kolkata Knight Riders,0,6,Shubman Gill,Dubai International Cricket Stadium,J Madanagopal,MA Gough,2021-10-03_Sunrisers Hyderabad_Kolkata Knight Riders
2021-10-02,2021,Abu Dhabi,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,0,normal,Rajasthan Royals,0,7,RD Gaikwad,"Zayed Cricket Stadium, Abu Dhabi",CB Gaffaney,VK Sharma,2021-10-02_Chennai Super Kings_Rajasthan Royals
2021-10-02,2021,Sharjah,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,0,normal,Delhi Capitals,0,4,AR Patel,Sharjah Cricket Stadium,AK Chaudhary,MA Gough,2021-10-02_Mumbai Indians_Delhi Capitals
2021-10-01,2021,Dubai,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,0,normal,Punjab Kings,0,5,KL Rahul,Dubai International Cricket Stadium,KN Ananthapadmanabhan,RK Illingworth,2021-10-01_Kolkata Knight Riders_Punjab Kings
2021-09-30,2021,Sharjah,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,6,JR Hazlewood,Sharjah Cricket Stadium,Nitin Menon,YC Barde,2021-09-30_Sunrisers Hyderabad_Chennai Super Kings
2021-09-29,2021,Dubai,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,7,YS Chahal,Dubai International Cricket Stadium,AY Dandekar,KN Ananthapadmanabhan,2021-09-29_Rajasthan Royals_Royal Challengers Bangalore
2021-09-28,2021,Sharjah,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,3,SP Narine,Sharjah Cricket Stadium,Nitin Menon,HAS Khalid,2021-09-28_Delhi Capitals_Kolkata Knight Riders
2021-09-28,2021,Abu Dhabi,Punjab Kings,Mumbai Indians,Mumbai Indians,field,0,normal,Mumbai Indians,0,6,KA Pollard,"Zayed Cricket Stadium, Abu Dhabi",S Ravi,VK Sharma,2021-09-28_Punjab Kings_Mumbai Indians
2021-09-27,2021,Dubai,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,0,normal,Sunrisers Hyderabad,0,7,JJ Roy,Dubai International Cricket Stadium,KN Ananthapadmanabhan,Navdeep Singh,2021-09-27_Rajasthan Royals_Sunrisers Hyderabad
2021-09-26,2021,Abu Dhabi,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,0,normal,Chennai Super Kings,0,2,RA Jadeja,"Zayed Cricket Stadium, Abu Dhabi",CB Gaffaney,Tapan Sharma,2021-09-26_Kolkata Knight Riders_Chennai Super Kings
2021-09-26,2021,Dubai,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,0,normal,Royal Challengers Bangalore,54,0,GJ Maxwell,Dubai International Cricket Stadium,AK Chaudhary,MA Gough,2021-09-26_Royal Challengers Bangalore_Mumbai Indians
2021-09-25,2021,Abu Dhabi,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,0,normal,Delhi Capitals,33,0,SS Iyer,"Zayed Cricket Stadium, Abu Dhabi",CB Gaffaney,UV Gandhe,2021-09-25_Delhi Capitals_Rajasthan Royals
2021-09-25,2021,Sharjah,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Punjab Kings,5,0,JO Holder,Sharjah Cricket Stadium,RK Illingworth,YC Barde,2021-09-25_Punjab Kings_Sunrisers Hyderabad
2021-09-24,2021,Sharjah,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,6,DJ Bravo,Sharjah Cricket Stadium,AK Chaudhary,Nitin Menon,2021-09-24_Royal Challengers Bangalore_Chennai Super Kings
2021-09-23,2021,Abu Dhabi,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,7,SP Narine,"Zayed Cricket Stadium, Abu Dhabi",S Ravi,VK Sharma,2021-09-23_Mumbai Indians_Kolkata Knight Riders
2021-09-22,2021,Dubai,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,0,normal,Delhi Capitals,0,8,A Nortje,Dubai International Cricket Stadium,KN Ananthapadmanabhan,RK Illingworth,2021-09-22_Sunrisers Hyderabad_Delhi Capitals
2021-09-21,2021,Dubai,Rajasthan Royals,Punjab Kings,Punjab Kings,field,0,normal,Rajasthan Royals,2,0,Kartik Tyagi,Dubai International Cricket Stadium,AK Chaudhary,MA Gough,2021-09-21_Rajasthan Royals_Punjab Kings
2021-09-20,2021,Abu Dhabi,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,0,normal,Kolkata Knight Riders,0,9,CV Varun,"Zayed Cricket Stadium, Abu Dhabi",CB Gaffaney,S Ravi,2021-09-20_Royal Challengers Bangalore_Kolkata Knight Riders
2021-09-19,2021,Dubai,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,0,normal,Chennai Super Kings,20,0,RD Gaikwad,Dubai International Cricket Stadium,Nitin Menon,RK Illingworth,2021-09-19_Chennai Super Kings_Mumbai Indians
2021-05-02,2021,Delhi,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Rajasthan Royals,55,0,JC Buttler,"Arun Jaitley Stadium, Delhi",C Shamshuddin,CB Gaffaney,2021-05-02_Rajasthan Royals_Sunrisers Hyderabad
2021-05-02,2021,Ahmedabad,Punjab Kings,Delhi Capitals,Delhi Capitals,field,0,normal,Delhi Capitals,0,7,MA Agarwal,"Narendra Modi Stadium, Ahmedabad",AK Chaudhary,AY Dandekar,2021-05-02_Punjab Kings_Delhi Capitals
2021-05-01,2021,Delhi,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,0,normal,Mumbai Indians,0,4,KA Pollard,"Arun Jaitley Stadium, Delhi",KN Ananthapadmanabhan,CK Nandan,2021-05-01_Chennai Super Kings_Mumbai Indians
2021-04-30,2021,Ahmedabad,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Punjab Kings,34,0,Harpreet Brar,"Narendra Modi Stadium, Ahmedabad",S Ravi,VK Sharma,2021-04-30_Punjab Kings_Royal Challengers Bangalore
2021-04-29,2021,Delhi,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,0,normal,Mumbai Indians,0,7,Q de Kock,"Arun Jaitley Stadium, Delhi",CB Gaffaney,KN Ananthapadmanabhan,2021-04-29_Rajasthan Royals_Mumbai Indians
2021-04-29,2021,Ahmedabad,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,0,normal,Delhi Capitals,0,7,PP Shaw,"Narendra Modi Stadium, Ahmedabad",AK Chaudhary,YC Barde,2021-04-29_Kolkata Knight Riders_Delhi Capitals
2021-04-28,2021,Delhi,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,0,normal,Chennai Super Kings,0,7,RD Gaikwad,"Arun Jaitley Stadium, Delhi",C Shamshuddin,CK Nandan,2021-04-28_Sunrisers Hyderabad_Chennai Super Kings
2021-04-27,2021,Ahmedabad,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,0,normal,Royal Challengers Bangalore,1,0,AB de Villiers,"Narendra Modi Stadium, Ahmedabad",S Ravi,VK Sharma,2021-04-27_Royal Challengers Bangalore_Delhi Capitals
2021-04-26,2021,Ahmedabad,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,5,EJG Morgan,"Narendra Modi Stadium, Ahmedabad",PR Reiffel,YC Barde,2021-04-26_Punjab Kings_Kolkata Knight Riders
